,Id,rest_name,Tag
1176,1177,The Taste Of Mughals,bhindifry matarmushroom paneerparantha paneerbhurji chanamasala dalfry northindian mughlai baanisquare sector50 gurgaon
1177,1178,Pizza 99,cashlesspayments ambiencewassupercool foodmenu rooftop greatvalue weekendbrunch pizza fastfood sector83 gurgaon
1178,1179,7 Old Town,daalardor stuffedmushroomcaps avalanche virginpinacolada dragonchicken thalioptions northindian asian continental hauzkhas newdelhi
1179,1180,Ardor 2.1,fruitpassionmocktail vegceasersalad chickentikkapizza sangria whitesaucepasta hummus northindian chinese continental italian pizza seafood desserts beverages connaughtplace newdelhi
1180,1181,Bokan,interiorsandoutsideseatingwithgraffitionthewalls fingerfood asian continental northindian italian eastofkailash newdelhi
1181,1182,Yes Minister - Pub & Kitchen,vanillacremebrulee chocolatefudge cocktails dessert salad starters northindian continental italian essexfarms adchini newdelhi
1182,1183,Ditas,paneermalaikofta vegetableseekh pudinaparantha murgmakhani chickenlababdar tomatosoup european continental asian desserts mehrauli newdelhi
1183,1184,Parikrama - The Revolving Restaurant,lunchbuffetdealtuesdayandthursdayveg599/-nonveg649/-nootherpromotionapplicable.1roundofsoftdrink/iceteacomplimentary northindian mughlai connaughtplace newdelhi
1184,1185,Over The Top - Live Barbeque Grill,everthingisperfect ambienceisverynice amazingfoodandexperience weekendbrunch goodmusic elaboratemenu northindian mughlai asian italian fastfood bbq janakpuri newdelhi
1185,1186,Miss Nora,beststaff sanitisedservice niceconcept varietyofpizza servedquickly cleanandhygienicplace asian japanese sushi oriental desserts beverages rajourigarden newdelhi
1186,1187,Infinity Lounge & Bar,greatplacetochillout outdoordining sanitisedservice economicalprice largeservings comfortingatmosphere fingerfood northindian italian chinese continental punjabibagh newdelhi
1187,1188,Ambra,crispyhoneypotatoes soyatikka chickenkeema fishfingers mocktail chillipotatoes italian fastfood desserts panini beverages salad greaterkailash2(gk2) newdelhi
1188,1189,Oh My God,chickenkulcha momoplatter keemakulcha cheeseballs crispycorn springroll northindian mughlai fastfood continental beverages connaughtplace newdelhi
1189,1190,Lazy Bear,cheesepoppers paneertikkapizza vegspringrolls virginmojito chickenwings chillipaneer northindian continental chinese delhiuniversity-gtbnagar newdelhi
1190,1191,Sky Heart Lounge And Bar,classichotchocolate doubledeckersandwich bananawalnutcake vegclubsandwich mushroomsandwich paneertikkasandwich barfood chinese mughlai northindian fastfood desserts punjabibagh newdelhi
1191,1192,Jugmug Thela,croissant ravioli lasagna cheesecake pizzas desserts cafe italian fastfood sandwich champagali saket newdelhi
1192,1193,Masson's,musicandambience servicetime hugeplace ambiencewassupercool rooftop customizabledishes cafe bakery italian desserts pizza beverages modeltown2 newdelhi
1193,1194,Lost Lemons,masalatea sundaybrunch salads desserts dosa fish northindian european mediterranean sector29 gurgaon
1194,1195,Pavilion 75 - WelcomHotel Dwarka,neapolitanstylepizza vietnamesecoffee spicylamb classicmargheritapizza pepperonipizza pastas northindian continental italian desserts welcomhoteldwarka sector10 dwarka newdelhi
1195,1196,COMO - Pizzeria,ambiencewassupercool host outdoorseating weekendbrunch elaboratemenu goodmusic italian continental healthyfood 32ndavenue nh8 gurgaon gurgaon
1196,1197,Fig At Museo,courteousstaffandservice outdoorseating weekendbrunch elaboratemenu goodmusic hospitality american continental italian desserts beverages dlfphase4 gurgaon
1197,1198,PLATE,fairprices decoration weekendbrunch view goodmusic table asian continental japanese dlfpromenademall vasantkunj newdelhi
1198,1199,Dhansoo Cafe,mezzeplatter mocktails pastas beer burgers pizzas modernindian fastfood beverages japanese seafood asian desserts pacificmall tagoregarden newdelhi
1199,1200,The Backyard,nawabipaneer tandoorisoyachaap dosa momos fries italian mexican continental punjabibagh newdelhi
1200,1201,ASAP - As Spicy As Possible Diner,prettydecor comfortingatmosphere excellentlocation cleanandhygienicplace servedquickly niceconcept northindian chinese streetfood pizza southindian beverages desserts rajnagar ghaziabad
1201,1202,Mai Bao,teriyakichicken grilledchickensteak cocktail drinks singaporean seafood chinese momos dlfavenue saket newdelhi
1202,1203,Imperfecto Shor - Cafe,rooftopdining beststaff fantasticdecoration niceconcept servedquickly cleanandhygienicplace continental turkish desserts beverages prideplazahotel aerocity newdelhi
1203,1204,Noon Mirch,veggourmetpizza meatplatter masalachai tandooriplatter nachos soyachaap northindian mughlai biryani desserts indirapuram ghaziabad
1204,1205,The Immigrant Cafe,cashlesspayments design sittingarea outdoorseating goodmusic bar northindian italian chinese fastfood beverages connaughtplace newdelhi
1205,1206,Ziuba,dinehouseoffers20%discountforzomatoprousers.also wecharge10%servicechargefromallusersincludingzomatoprousers thai japanese asian ardeemall ardeecity gurgaon
1206,1207,Dine House,rooftopambience view crowd table perfectplace service northindian chinese lebanese continental italian beverages rohini newdelhi
1207,1208,Cirrus 9 - The Oberoi,applecrumble lambshank churros porkribs sangria soup fingerfood theoberoi dr.zakirhussainmarg newdelhi
1208,1209,Pintxo,chocolatetapas churrosundae mocha hotcoffee hummus waffles continental spanish fastfood desserts 32ndavenue nh8 gurgaon gurgaon
1209,1210,Chocolateria San Churro,chocolatenutella bbqpizza perifries greenapplemojito mixedsaucepasta kitkatshake cafe bakery desserts mblockmarket greaterkailash2(gk2) newdelhi
1210,1211,The Hogwarts Kafe,kajubarfi purisabzi kajukatli golgappe rajkachori masaladosa sandwich burger chinese continental northindian mughlai desserts beverages ashokviharphase2 newdelhi
1211,1212,Singla's,sweetpotatolatte bingsu bibimbap kimchi ramen sushi northindian mithai chinese fastfood streetfood southindian pizza desserts ipextension newdelhi
1212,1213,Cafe at Korean Cultural Centre,vodkachicken chillypotato chickenmalaitikka mocktail chillychicken pastas korean lajpatnagar4 newdelhi
1213,1214,Cafe 27,shroomburger tunasandwich classicchickenburger creamymushroom grilledsandwich potatowedges northindian chinese fastfood kailashcolony newdelhi
1214,1215,Bob's Den,ambienceiscool sanitisedservice cooperativestaff comfortingatmosphere fantasticdecoration cleanandhygienicplace cafe fastfood burger pizza tea beverages greaterkailash1(gk1) newdelhi
1215,1216,The Crypto Door,pastasandwich browniewaffle shakes momos pizza cafe sandwich italian continental beverages burger vijaynagar newdelhi
1216,1217,Rabbit Lee Cafe,playarea bookshelf quiet cashlesspayments beautifulcafe economicalprice fastfood desserts beverages krishnanagar newdelhi
1217,1218,Merak Bistro,boiledeggs cocktails pizza drinks butterchicken starters cafe italian fastfood desserts beverages sector81 faridabad
1218,1219,The Race,alooamritsarikulcha healthyvegfood parathas lassi chutney northindian chinese italian continental rajourigarden newdelhi
1219,1220,Kulcha Lal Parantha Das,thaicurry sushi wine mocktails paneertikka pasta streetfood northindian desserts beverages dlfphase3 gurgaon
1220,1221,Toxic,chocolatedome cigarroll icecreamsundae tandoorivegplatter springroll gulabjamun northindian continental italian lebanese sushi southernparkmall saket newdelhi
1221,1222,CUE,goodandnicetoenjoy decoration cleanliness greatvalue management weekendbrunch northindian chinese continental beverages rohini newdelhi
1222,1223,Silbuttah Story By Berco's,cheesecake mojito mocktails drink pizza chicken northindian sector12 faridabad
1223,1224,Barish Moon Bar & Brewery,onionkachori idlisambar curdrice matarkulcha rajkachori rasmalai northindian chinese continental desserts salad gardensgalleria sector38noida noida
1224,1225,Evergreen Restaurant & Sweet House,mezzeplatter butterchicken coffee paneertikka pizza burger northindian chinese southindian fastfood streetfood mithai icecream beverages sector10 dwarka newdelhi
1225,1226,Shakespeare Cafe,cheesecorndosa lahorialoo vegetableseekh vegcrispy upma idli cafe fastfood continental beverages mexican turkish italian coffee punjabibagh newdelhi
1226,1227,Coco Curry,seekhkabab cocktails soup tandoorichicken whitesaucepasta paneertikka southindian northindian chinese goodearthcitycenter sector50 gurgaon
1227,1228,Lawn Bistro,hotchocolatepudding chocotruffle pastries cakes sandwich momos salad chinese northindian continental sector15 noida
1228,1229,Brothers' Bakery,fishfinger chickensteak periperisauce ravioli sizzlers chocolatemousse bakery fastfood chinese pizza momos desserts beverages tilaknagar newdelhi
1229,1230,Kinbuck 2,harimirchparantha aloomasala malaisoyachaap kulfi dahikebab pulao northindian chinese beverages chettinad southindian fastfood mughlai biryani connaughtplace newdelhi
1230,1231,Vega Pure Vegetarian - Hotel Alka Classic,gingertea kitkatshake mocha chai cappuccino hotchocolate northindian mughlai fastfood desserts beverages hotelalkaclassic connaughtplace newdelhi
1231,1232,Cafe Coffee Bar,chillicorn shanghaichicken chillychaap wheatmomo chickenmomo springroll continental italian fastfood northindian beverages coffee citycentremall sector12 dwarka newdelhi
1232,1233,Jalsa Indian & Ladakhi Kitchen,awesomespottohangout excellentlocation sanitisedservice fantasticdecoration cooperativestaff largeservings tibetan chinese beverages dlfphase1 gurgaon
1233,1234,Bistro Petit,harimirchkapaneertikka walnutbrowniesundae chocolatebrowine friedcheese drumsofheaven chickentikkapizza continental asian sandwich fastfood desserts beverages dlfphase4 gurgaon
1234,1235,Suroor Reloaded,muttonbarra tawachicken vegmanchurian butterchicken dalmakhani paneertikka continental northindian chinese fingerfood fastfood rajourigarden newdelhi
1235,1236,Khalsa Parivar Restaurant,buffet panneerbuttermasala desserts breads dalmakhni starters northindian chinese mughlai mayapuriphase2 newdelhi
1236,1237,Thyme - The Umrao,greatbuffetspread varietyofvegoptions fusiondishes relaxedatmosphere ampleseatingarea goodforlargegroups northindian chinese continental theumrao kapashera newdelhi
1237,1238,Tenali - The Andhra Kitchen,varietyofbeer breweedbeer extensivemocktailmenu kidfriendly livesportsscreening vintagedecor andhra southindian greenpark newdelhi
1238,1239,SkyHouse,spicypaneer pannerpizza vegpizza pizzas burgers sauce northindian chinese continental mughlai gaurcentralmall rajnagar ghaziabad
1239,1240,Rom's Pizza,saltedcaramelcheesecake redvelvetcheesecake newyorkcheesecake blueberrycheesecake hotchocolate pastries pizza fastfood shakarpur newdelhi
1240,1241,Cheesecake & Co.,hongkongchicken wontonsoup chillygarlicnoodles sweetcornsoup manchowsoup soups desserts bakery fastfood beverages anandvihar newdelhi
1241,1242,Fujiya,honeychillipotatoes butterchicken dalmakhani biryani chinese japanese seafood fastfood momos chanakyapuri newdelhi
1242,1243,Saffron The Restaurant,chickengheeroast appam filtercoffee sambar chutneys chicken northindian chinese gamma1 greaternoida
1243,1244,Chattynadu,bhattikapaneer orangemojito dalmakhni tandoorichicken starters paneertikka southindian kerala desserts sushantlok gurgaon
1244,1245,Moti Mahal Delux,exclusivelyavailableathandichhadeyandiatjust99/- northindian seafood greaterkailash2(gk2) newdelhi
1245,1246,Handi Chhadeyan Di,reasonableprices mouthwateringfood promptservice politestaff worththemoney experience northindian mughlai chinese rolls connaughtplace newdelhi
1246,1247,Javed Ki Famous Nahari,amazingvibe lovelyambience varietyofpizza decoration goodmusic courteousstaff mughlai biryani zakirnagar newdelhi
1247,1248,My Tea Chapel- Pinsa Pizza & Waffles,kayatoast calamari salmon coffee sandwich pizzas pizza bubbletea healthyfood italian salad fastfood tea desserts southpointmall golfcourseroad gurgaon
1248,1249,Cafe Nauticalmile,lasagna periperifries tandoorimomos cheesecake pasta pizza healthyfood italian beverages continental coffee tea sohnaroad gurgaon
1249,1250,The French Oven,samosachatni chaaptikka specialthali shahipaneer continental italian mexican northindian chinese bakery beverages indirapuram ghaziabad
1250,1251,Bhai Ki Rasoi, northindian chinese sector83 gurgaon
1251,1252,Vibe: The Sky Bar - Hilton Garden Inn,bargames bestclub dj greatmusic packedonweekends fancycrowd italian thai european northindian hiltongardeninn sector50 gurgaon gurgaon
1252,1253,Playboy Club,greatfordates sophisticated outstandingservice healthyoptions worththeprice amazinghospitality northindian continental barfood chanakyapuri newdelhi
1253,1254,SXVIII - Radisson Blu,liveentertainment fairlypricedbeers nocovercharge lovelyambience lovelyplace beautifulplace continental northindian italian mediterranean thai beverages desserts radissonblu sector18 noida noida
1254,1255,Moire Cafe Lounge & Bar,kajukorma vegnoodlesoup soyabeanchaap paneerkalimirch mixvegpizza hotnsoursoup continental european asian biryani momos chinese italian desserts gardensgalleria sector38noida noida
1255,1256,Punjabi Rasoi,staffcommunication excellentfoodandservice gastronomicalexperience comfortableseatingarea goodforlargegroups packedonweekends northindian southindian chinese rohini newdelhi
1256,1257,On Kourse Organically Yours,crepe pancakes hotchocolate waffles periperifries desserts asian japanese northindian european beverages sector83 gurgaon
1257,1258,High On Desserts,greatrecommendations tasty hygiene seating goodservice goodplace desserts coffee beverages fastfood rajindernagar newdelhi
1258,1259,Dharma Vaishno Dhabha,chickenbharta masalapaneer rajmarice dalmakhni biryani northindian chinese fastfood beverages desserts sector12 faridabad
1259,1260,Mehfil Dhaba,chickenmomo afghanichicken tandoorimomos butterchicken chickentikka roti northindian mughlai malviyanagar newdelhi
1260,1261,Dilli 19,chanadaal chocolatelava chocolavacake buffet pitabread lamb northindian mughlai chinese kalkaji newdelhi
1261,1262,Spice It -  ibis New Delhi,chillypaneersizzler malaichaap starters drinks northindian continental chinese fastfood beverages desserts kebab fingerfood ibisnewdelhi aerocity newdelhi
1262,1263,TNG Food - Tandoor & Grill,supremeburger pancakes waffles coldcoffee whitesaucepasta platter northindian chinese european italian fastfood beverages rajnagar ghaziabad
1263,1264,Brewin Cafe,wowplace serviceisgreat excellentlocation fantasticdecoration cleanandhygienicplace comfortingatmosphere cafe fastfood beverages mayurviharphase1 newdelhi
1264,1265,Pizza Union,hyderabadimuttondumbiryani deluxevegthali keemakaleji oreoshake cheesecake soyachaap pizza fastfood sector10 dwarka newdelhi
1265,1266,Curries N Biryanis,kadahipaneer handichicken afghanichicken paneertikka mixveg chickencurry northindian mughlai biryani sector135 noida
1266,1267,Dwarka Restaurant,thaigreencurry chickenmomo drumsofheaven dumplings momos northindian chinese mughlai pasta sector5 dwarka newdelhi
1267,1268,Solanas Wok & Grill,tawachickentikka andabhurji kadhaichicken eggcurry paneerbuttermasala kulcha chinese hongkongbazaarmall sector57 gurgaon gurgaon
