,Restaurant_Name,Category,Locality,Known_For2,Id
1769,Milan Sweet House,"North Indian, Fast Food, South Indian, Chinese, Mithai, Street Food"," Sector 10, Faridabad","Customizations Available, Unlimited Refills, Pocket Friendly, Cute Little Place, Nice Crowd, Comfort Food",1770
1770,Pizzalicious,"Pizza, Fast Food"," Karkardooma, New Delhi",,1771
1771,Amritsari Chaap Corner,"North Indian, Rolls"," Karol Bagh, New Delhi","Plenty of Vegetarian Options, Inexpensive, Pocket Friendly, Great Ambiance, Prompt Service, Quantity",1772
1772,Kashyap Chole Kulche,North Indian," Sector 21, Faridabad","Filtered Coffee, Healthy Breakfast, Mysore Masala Dosa, Sambhar, Tea",1773
1773,Mysore Cafe,South Indian," India Gate, New Delhi","Student Crowd, Young Crowd, Good Music, Family Crowd, Customizable Food, Fresh Food",1774
1774,Darjeeling Fast Food,"Chinese, Fast Food, Momos"," NIT, Faridabad","Best Staff, Best in Service, Comforting Atmosphere, Great Menu, Served Quickly, Food Tastes Great",1775
1775,Snacker's Cup,"Fast Food, Desserts, Chinese"," Indirapuram, Ghaziabad","Crowd, Friendly Staff, Management, Courteous Staff, Main Course, Music",1776
1776,4S Chinese Restaurant,"Chinese, Asian"," Defence Colony Main Market, Defence Colony, New Delhi","Boti Tikka, Tawa Chaap Masala, Tandoori Mushrooms, Achari Chaap, Jalebi, Rumali Roti",1777
1777,Jaiveer Naan & Chaap,"North Indian, Mughlai"," Paschim Vihar, New Delhi","Economical, Prompt Service, Prices, Quantity, Menu, Staff",1778
1778,Oh! Assam,"Assamese, Naga"," Safdarjung, New Delhi","Eggless Pineapple Pastry, Choco Truffle, Pastries, Chilli Garlic Noodles, Cakes, Snacks",1779
1779,Gayway Bakers,"Bakery, Fast Food, Desserts"," Rajouri Garden, New Delhi","Pizza Strips Supreme, Cheesecake, Pizzas, Garlic Bread, Pasta",1780
1780,Pizza Workshop,"Pizza, Fast Food, Beverages"," Chander Nagar, New Delhi","Vada Sambar, Lemon Rice, Filter Coffee, Sambhar, Masala Dosa",1781
1781,Southy,South Indian," Connaught Place, New Delhi","Low Price, Amazing Food, Prices, Staff, Quantity, Service",1782
1782,South Indian Cafe,"South Indian, Chinese"," Vikaspuri, New Delhi","Elegantly Decorated, Economical, Nice Crowd, Great Recommendations, Polite Staff, Amazing Food",1783
1783,The Baking Paradise,"Chinese, Fast Food, Bakery, Desserts"," Vasant Kunj, New Delhi","Pork Momo, Fried Rice Chicken, Sizzlers, Chopsuey, Drums of Heaven, Chicken Momos",1784
1784,Chimney Sizzlers,"Chinese, Fast Food, Asian, Momos, Tibetan"," Yashwant Place Commercial Complex, Chanakyapuri, New Delhi","Keto Options, Jain Food Options, Good for Large Groups, Fast Delivery, Young Crowd, Good Service",1785
1785,Royal Kitchen,"North Indian, Chinese, Mughlai, Biryani"," Knowledge Park, Greater Noida","Raspberry Lemonade, Nacho Fries, Oreo Milkshake, Peri Peri Fries, Strawberry Shake, Sandwich",1786
1786,Jack 'n' Chill - All American Creamery,"Fast Food, Sandwich, Desserts, Beverages"," Greater Kailash 1 (GK1), New Delhi","Not very Crowded, Cozy Ambiance, Prompt Service, Reasonable Prices, Meals, Good Place",1787
1787,Friends Restaurant,North Indian," Rajinder Nagar, New Delhi","Chur Chur Naan Thali, Lassi, Chole Bhature, Raita, Thali, Dal",1788
1788,Ramji Di Hatti & Caterers,"North Indian, Chinese, Fast Food"," Mayapuri Phase 2, New Delhi","Extensive Food Menu, View, Great Service, Menu, Staff, Ambience",1789
1789,OKO - A Pan Asian Destination - The Lalit New Delhi,"Japanese, Thai, Chinese"," The Lalit New Delhi, Barakhamba Road, New Delhi","Finger Food, Continental, Mediterranean, Italian, Asian",1790
1790,Sagar Chole Bhature,"Street Food, North Indian"," Tilak Nagar, New Delhi","Salami Pizza, Spicy Paneer, Garlic Bread, Pizzas, Pasta",1791
1791,Pizza And More,"Pizza, Fast Food"," Sector 45, Noida","Meat Pulao, Mutton Biryani, Chicken Biryani, Butter Chicken",1792
1792,Tee Pee O Restaurant,"North Indian, Mughlai, Biryani"," Connaught Place, New Delhi","Finger Food, Continental, Mediterranean, Italian, Asian",1793
1793,Mr. Sandwiches,"Sandwich, Fast Food, Beverages"," Sector 22, Gurgaon","Finger Food, Continental, Mediterranean, Italian, Asian",1794
1794,De Cakery,"Bakery, Desserts"," South Point Mall, Golf Course Road, Gurgaon","Maska Chicken, Khameeri Roti, Tandoori Platter, Malai Kofta, Dal Tadka, Mocktails",1795
1795,Beliram Degchiwala,"North Indian, Mughlai, Chinese"," Malviya Nagar, New Delhi","Crispy Jalebi, Poori Chole, Kalakand, Sweets, Samosa, Lassi",1796
1796,Monga Sweets,"Mithai, North Indian, Street Food"," Subhash Nagar, New Delhi","Italian Pizza, Cheese Burst, Choco Lava, White Sauce Pasta, Cheesecake, Pasta",1797
1797,Pizza Galleria,"Pizza, Fast Food, Beverages"," Shalimar Bagh, New Delhi","Hot N Sour Soup, Fried Momo, Chicken Chowmein, Hakka Noodles, Momos",1798
1798,The Spot,Chinese," Karol Bagh, New Delhi","Low Price, Good Crowd, Polite Staff, Quantity, Service, Food",1799
1799,Shree Manakamna Fast Food,"Chinese, Momos"," Laxmi Nagar, New Delhi","Finger Food, Continental, Mediterranean, Italian, Asian",1800
1800,Your's Chole Bhature,"North Indian, Street Food"," Sector 7, Dwarka, New Delhi","Finger Food, Continental, Mediterranean, Italian, Asian",1801
1801,Ice N Fire,"Chinese, North Indian, Mughlai, Beverages, Desserts"," Alpha 2, Greater Noida","Relaxed Atmosphere, Family Place, Excellent Place, Good Value, Hospitality, Main Course",1802
1802,Cafe Rouge - Ramada,"Italian, Continental, South Indian, North Indian, Asian, European, Desserts, Beverages"," Ramada Gurgaon Central, Sector 44, Gurgaon","Light Music, Good Music, Atmosphere, Vibe, Best Food under Best Budget, Portion Size",1803
1803,Rigo Bistro,"Continental, Momos, Salad, Thai, Chinese, Italian, Beverages, Desserts"," Majnu ka Tila, New Delhi","Relaxed Atmosphere, Family Place, Portions, Timely Service, Worth the Money, Delicious Food",1804
1804,The Bibimbab - Myung Ga,Korean," South Point Mall, Golf Course Road, Gurgaon","Customizations Available, Plenty of Vegetarian Options, Chirpy Crowd, Casual Seating Area, Good Crowd, Cordial Staff",1805
1805,Vaishno Corner,North Indian," Azadpur, New Delhi","Pocket Friendly, Casual Seating Area, Good Crowd, Great Recommendations, Polite Staff, Low Price",1806
1806,Crispy Bites,"Chinese, North Indian, Momos, Rolls"," Rohini, New Delhi","Finger Food, Continental, Mediterranean, Italian, Asian",1807
1807,Dhannuram Sweets & Restaurant,"North Indian, Street Food, South Indian, Chinese"," Loni, Ghaziabad","Humble Staff, Fresh Food, Good Quality, Value for Money, Taste",1808
1808,Cuoco,"Fast Food, Pizza"," Prashant Vihar, New Delhi","Fish Tikka, Veg Platter, Tandoori Roti, Salad, Rolls",1809
1809,Veerji Malai Chaap Wale,"North Indian, Rolls"," Rohini, New Delhi","Finger Food, Continental, Mediterranean, Italian, Asian",1810
1810,The Kathi Rolls,"Rolls, Fast Food"," Sector 31, Gurgaon","Best Food under Best Budget, Prices, Menu, Quantity, Food",1811
1811,Loving Hut - The Vegan Paradise,"North Indian, Fast Food, Chinese, Healthy Food, Italian, Continental"," South City 1, Gurgaon","Mysore Pak, Appam, Mysore Masala Dosa, Filter Coffee, Sambar, Chutneys",1812
1812,Adyar Ananda Bhavan,"South Indian, North Indian, Chinese, Fast Food, Beverages, Street Food"," Green Park, New Delhi","Paneer Lollipop, Red Thai Curry, Chilli Potatoes, Noodle, Momos",1813
1813,Town Darbar,"North Indian, Chinese, Mughlai, Beverages"," NIT, Faridabad","Drive through, Cozy Ambiance, Nice Crowd, Good Crowd, Great Recommendations, Customer Service",1814
1814,New Durga Dosa Corner,"South Indian, Chinese"," Paschim Vihar, New Delhi","Bacon Omelette, Peri Chicken, Pizza Toppings, Poha, Wrap, Pasta",1815
1815,Mr. Diet,"Healthy Food, Fast Food, Continental, American"," Kamla Nagar, New Delhi","Authentic Taste, Concept, Spicy, Price, Timely Service, Staff",1816
1816,Champaran Meat House,North Indian," Janakpuri, New Delhi","Polite Staff, Spicy, Worth the Money, Timely Service, Great Portions, Delicious Food",1817
1817,Oberoi Dhaba,"North Indian, Mughlai"," Mehrauli, New Delhi","Plenty of Vegetarian Options, Reasonable Prices, Polite Staff, Amazing Food, Quantity, Price",1818
1818,Swamy Dosa,South Indian," Sector 5, Dwarka, New Delhi","Finger Food, Continental, Mediterranean, Italian, Asian",1819
1819,Nagpal's,"Street Food, North Indian"," Lawrence Road, New Delhi","Gajar Halwa, Honey Chilli Potatoes, Masala Dosa, Sweets, Malai Chaap, Naan",1820
1820,Anupam Restaurant & Cafe,"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai"," Sector 28, Faridabad","Family Restaurant, Family Place, South Indian Food, Courteous Staff, Good Service, Ambiance",1821
1821,Hotel Krishna Sagar,"South Indian, North Indian, Chinese, Fast Food"," Raj Nagar, Ghaziabad","Paneer Pizza, Waffle, Oreo Shake, Chilli Potatoes, Malai Kofta, Afghani Chicken",1822
1822,The Mask Cafe & Lounge,"Cafe, Chinese, North Indian, Italian"," Crossing Republik, Ghaziabad","Comfortable Seating Area, Bartender, Venue, Dj, Bar, Courteous Staff",1823
1823,The Ark,"Finger Food, North Indian, Fast Food, Beverages"," Sector 56, Gurgaon","Pastries, Cakes, Sandwich, Chocolate, White Sauce Pasta, Snacks",1824
1824,Oasis Baklawa,"Bakery, Desserts, Fast Food, Beverages"," Paschim Vihar, New Delhi",,1825
1825,Emperor's Lounge - The Taj Mahal Hotel,Cafe," The Taj Mahal Hotel, Mansingh Road, New Delhi","Fries and the Service, Good and Nice to Enjoy, Ambience was Super Cool, Variety of Pizza, Weekend Brunch, Good Music",1826
1826,Bites And Brew,"Chinese, Fast Food, Salad, Burger, Pizza, Wraps, Beverages"," Vikaspuri, New Delhi","Very Nice Place for Dining, Amazing Music, Served Quickly, Nice Concept, Good Music, Good Wifi",1827
1827,Chevron,"Continental, European, Asian"," Gwal Pahari, Gurgaon","Panneer Butter Masala, Gulab Jamun, Shahi Paneer, Thali, Spring Roll, Dal Makhani",1828
1828,Rajshree Restaurant,"North Indian, Chinese, Fast Food"," Krishna Nagar, New Delhi","Crispy Momos, Kit Kat Shake, Chilli Potatoes, White Sauce Pasta, Pasta, Shakes",1829
1829,Boh•me - Best Of Hudson,"Cafe, Continental, North Indian, Italian, Chinese, Street Food, Fast Food, Beverages"," Delhi University-GTB Nagar, New Delhi","Food Delivery, Awesome Food, Portion, Good Service, Tasty Food, Spicy",1830
1830,Rubaab Restaurant,"North Indian, Chinese, Mughlai"," Gamma 1, Greater Noida","Honey Chilli Potatoes, Noodle, White Sauce Pasta, Paneer Butter Masala, Shahi Paneer, Snacks",1831
1831,Food Sixteen,"North Indian, Chinese"," Shalimar Bagh, New Delhi",,1832
1832,Raifu Tei - Dia Park Premier,Japanese," Dia Park Premier, Sector 29, Gurgaon, Gurgaon","Great Food, Good Place, Ambience, Staff, Quality, Service",1833
1833,Shaan E Awadh,"North Indian, Mughlai, Chinese"," Mukherjee Nagar, New Delhi","Shahi Paneer Platter, Dak Makhani, Deluxe Thali, Malai Kofta, Pastries, Butter Naan",1834
1834,Apsara Restaurant,"Fast Food, North Indian, Desserts"," Rohini, New Delhi","View, Main Course, Courteous Staff, Table, Ambiance, Great Place",1835
1835,Cafe - Hyatt Regency,"Fast Food, Continental, North Indian"," Hyatt Regency, Bhikaji Cama Place, New Delhi","Value for Money Experience, Sophisticated, Worth the Price, View, Live Music, Courteous Staff",1836
1836,Cascades - The Grand New Delhi,"North Indian, Continental, Asian"," The Grand New Delhi, Vasant Kunj, New Delhi","Smoked Salmon, Mezze Platter, Sunday Brunch, Buffet, Salads, Deserts",1837
1837,Blooms - Eros Hotel,"Continental, North Indian, Asian, European"," Eros Hotel, Nehru Place, New Delhi","Customizations Available, Cute Little Place, Lights, Polite Staff, Prompt Service, Tandoori",1838
1838,Game Of Momos,"Momos, North Indian, Mughlai, Chinese, Rolls"," Raja Garden, New Delhi","Pocket Friendly, Tandoori, Polite Staff, Spicy, Best Place, Good Food",1839
1839,Tmos Moving Feast,"Chinese, North Indian, Momos"," Sector 17, Faridabad","Customizable Food, Fresh Food, Good Quality, Quantity, Service",1840
1840,The Dhokla House,Gujarati," Ardee City, Gurgaon","Extensive Bar Menu, Comfortable Seating Area, Family Place, View, Server, Excellent Service",1841
1841,Bohemia,"North Indian, Chinese, Continental, Italian"," The Grand Venice Mall, Jaypee Greens, Greater Noida, Greater Noida","Dragon Noodles, Veg Manchurian, Prawns, Spring Rolls, Fried Rice, Chinese Food",1842
1842,Dragon Noodles,"Chinese, Fast Food, Momos"," Vaishali, Ghaziabad","Dj, Crowd, Music, Great Ambience, Nice Food, Location",1843
1843,After Office,"North Indian, Continental, Chinese, Fast Food, Beverages"," MG Road, Gurgaon","Drums of Heaven, Butter Naan, White Sauce Pasta, Butter Chicken, Dal Makhni, Biryani",1844
1844,Savory Cafe & Restaurant,"North Indian, Chinese, Kebab, Mughlai, Fast Food"," Chi 4, Greater Noida","Loved it, Very Affordable, Cafe, Food Quality, Ambiance, Nice Place",1845
1845,Cafe Junk,"Cafe, Burger, Italian, Fast Food"," Mayur Vihar Phase 2, New Delhi","Outdoor Seating, Variety of Pizza, Good Music, Family Crowd, Good Wifi, Young Crowd",1846
1846,Bounce Lounge And Bar,"North Indian, Chinese, Italian, Continental"," Rajouri Garden, New Delhi","Staff very Polite, Classy Decor, Comforting Atmosphere, Fantastic Decoration, Clean and Hygienic Place, Served Quickly",1847
1847,The Burger Company,"Burger, Fast Food, Beverages, Cafe"," Sector 50, Gurgaon","Young Crowd, Elaborate Menu, Student Crowd, Amazing Place, Customizable Food, Presentation",1848
1848,Momo Nation Cafe,"Chinese, Fast Food, North Indian, Rolls, Momos, Beverages"," Tagore Garden, New Delhi","Special Dal Makhani, Chana Masala, Dal Fry, Panneer Butter Masala, Daal Makhni, Shahi Paneer",1849
1849,Tera Hotel,North Indian," Karol Bagh, New Delhi","Office Crowd, Plenty of Vegetarian Options, Lip Smacking Food, Cute Little Place, Casual Seating Area, Inexpensive",1850
1850,Chaska 18,"Chinese, Fast Food, North Indian"," Sector 18, Noida",,1851
1851,Ye Old Bakery - The Claridges,"Bakery, Desserts"," The Claridges, Aurangzeb Road, New Delhi",,1852
1852,Baljee Restaurant,"Street Food, Mithai, Beverages"," Sadar Bazar, Gurgaon","Luxury, Best Services, Design, Best Quality, Wonderful Presentation, Tamper Proof Packaging",1853
1853,Online Cake,Bakery," Gaur City 1, Greater Noida","Chocolate Caramel, Brownie Cake, Fresh Fruit Cake, Butterscotch Cake, Strawberry Cake, Yummy Cake",1854
1854,Cake Inventor,"Desserts, Bakery"," DLF Phase 4, Gurgaon","Fattoush, Falafel, Hummus, Shawarma, Mocktail, Kebabs",1855
1855,Zizo,"Lebanese, North Indian, Mughlai, Biryani, Tex-Mex"," DLF Mall of India, Sector 18,  Noida, Noida","Owner, Management, Presentation, Flavour, Good Food, Ambience",1856
1856,Chawla Dillivala,"Raw Meats, North Indian, Chinese"," Sector 43, Faridabad",,1857
1857,BonJuz,"Healthy Food, Fast Food, Beverages, Juices"," Spark Mall, Kamla Nagar, New Delhi","Veg Keema, Butter Chaap, Masala Chaap, Kadhai Paneer, Dal Makhni, Salad",1858
1858,Annapurna Pure Veg,"North Indian, Chinese"," NIT, Faridabad",,1859
1859,Tite Da Dhaba,North Indian," Rajouri Garden, New Delhi","Tandoor Paneer Pizza, Double Cheese Pizza, Farmhouse Pizza, Choco Lava Cake, Margarita Pizza, Cheese Garlic Bread",1860
1860,Pizza Inn,"Pizza, Fast Food"," Sector 7, Dwarka, New Delhi","Jalebi with Rabri, Gujiya, Samosa, Sweets, Lassi, Snacks",1861
1861,Aggarwals,"Street Food, Fast Food, Chinese, Beverages, Desserts, Mithai"," Central Market, Lajpat Nagar 2, New Delhi","Pizza Waffle, Farm Fresh Pizza, Choco Lava, Paneer Pizza, Cheesecake, Burgers",1862
1862,The Hot Pizza,"Pizza, Fast Food"," Sector 63, Noida",,1863
1863,Singh's Vada Pav,"Street Food, Fast Food"," Delhi University-GTB Nagar, New Delhi","Fried Momo, Kit Kat Shake, Peri Peri Fries, Chai, Chicken Burger, Oreo Shake",1864
1864,Chai Garam,"Beverages, Fast Food, Tea"," Malviya Nagar, New Delhi","Bacon, Dumplings, Cocktail, Chocolate Cake, Chicken Pizza, Dimsums",1865
1865,What A Comic Show,"Continental, Italian, Chinese, Pizza, Beverages"," Greater Kailash 2 (GK2), New Delhi","Afghani Soya Chaap, Malai Kofta, Sweets, Paneer Lababdar, Mocktails, Starters",1866
1866,Bite Bikaner,"North Indian, Chinese, Kebab"," Janakpuri, New Delhi","Ambiance, Presentation, Music, Staff, Good Food, Menu",1867
1867,3 Storey,"North Indian, Cafe, Italian, Beverages, Chinese"," Sector 15, Gurgaon","Variety of Beer, Breweed Beer, Extensive Mocktail Menu, Vintage Decor, Live Sports Screening, Happy Hour",1868
1868,Connexions - Crowne Plaza,North Indian," Crowne Plaza, Sector 29, Gurgaon","Plenty of Vegetarian Options, Great Recommendations, Spicy, Worth the Money, Price, Good Quality",1869
1869,Haryana Sweets & Restaurant,"North Indian, South Indian, Chinese, Mithai"," Pandav Nagar, New Delhi","Good Value, Perfect Presentation, Customizable Food, Elaborate Menu, Fresh Food, Worth the Money",1870
1870,Jay Bhavani Vadapav,"Street Food, Fast Food, Sandwich"," Supermart 1, DLF Phase 4, Gurgaon","Staff Service, Variety of Pizza, Weekend Brunch, Good Wifi, Great Ambiance, Family Crowd",1871
1871,Poornatva Organic Cafe,"Cafe, Italian, Bakery, Desserts"," Sector 110, Noida","Elaborate Menu, Fresh Food, Customizable Food, Good Quality, Ambience",1872
1872,Saio Pizzeria & Cafe,"Italian, Pizza, Beverages"," Kailash Colony, New Delhi","Menu Options, Variety of Pizza, Awesome Place, Good Wifi, Good Music, Elaborate Menu",1873
1873,Sugar Magik,"Cafe, Fast Food, Pizza, Desserts, Beverages"," Sector 72, Noida","Aloo Poori, Mushroom Sandwich, Pancakes, Omelette, Parathas, Chole Bhature",1874
1874,The Breakfast Club,"Cafe, North Indian, Continental"," DLF Galleria, DLF Phase 4, Gurgaon","Garlic Bread Sides, Sweet Corn Pizza, Red Pasta, Paneer Pizza, Pizzas, Sides",1875
1875,Not Just Pizzas,"Pizza, Fast Food"," Sector 7, Dwarka, New Delhi","Pastries, Cookies, Cakes, Sandwiches, Breads, Snacks",1876
1876,Bakington,"Bakery, Fast Food, Chinese, Momos, Desserts, Beverages"," Janakpuri, New Delhi",,1877
1877,Zayka Delhi-6,"North Indian, Mughlai, Rolls, Biryani"," Subhash Nagar, New Delhi","Yellow Dal Tadka, Loaded Pizzas, Shahi Paneer, Dal Makhani",1878
1878,Shri Kanha Restaurant,North Indian," Beta 1, Greater Noida","Nalli Gosht, Nalli Nihari, Mutton Rogan Josh, Lamb, Mutton, Meat",1879
1879,Mutton King,"North Indian, Mughlai"," Golf Course Road, Gurgaon",,1880
1880,Vaishnav Chat & Caterers,"Street Food, North Indian"," Pitampura, New Delhi","Phirni, Mutton Seekh, Fish Tikka, Afghani Chicken, Kebabs, Dal",1881
1881,Chic Fish,"North Indian, Chinese, Mughlai"," Malviya Nagar, New Delhi","Beef Chilli, Tingmo, Pork, Chilli Garlic Noodles, Chilli Potato, Momos",1882
1882,Himalayan Restaurant,"Tibetan, Chinese, Thai"," Majnu ka Tila, New Delhi","Rabri Parantha, Jodhpuri Parantha, Paneer Makhmali, Parathas, Butter Chicken, Dal Makhani",1883
1883,More Than Paranthas,"North Indian, Rajasthani"," Crown Plaza Mall, Sector 15, Faridabad, Faridabad","Main Course, Tasty Food, Ambience, Good Food, Staff, Quality",1884
1884,Mini Mughal,"North Indian, Mughlai"," Greater Kailash 2 (GK2), New Delhi","Panneer Butter Masala, Kebabs, Tandoori Chicken, Rolls, Butter Chicken",1885
1885,The Tandoor,"North Indian, Mughlai"," Green Park, New Delhi","Inexpensive, Comfort Food, Good Crowd, Polite Staff, Flavour, Price",1886
